{   Distance	     Value	 Material }
{  1.97868e-01	 1.24031e+05	 GaN }
{  2.05345e-01	 1.09096e+05	 GaN }
{  2.13073e-01	 9.03900e+04	 GaN }
{  2.21060e-01	 8.85533e+04	 GaN }
{  2.29315e-01	 8.19929e+04	 GaN }
{  2.37847e-01	 7.51725e+04	 GaN }
{  2.46666e-01	 7.39044e+04	 GaN }
{  2.55780e-01	 7.16576e+04	 GaN }
{  2.65201e-01	 7.02729e+04	 GaN }
{  2.74937e-01	 6.95833e+04	 GaN }
{  2.85000e-01	 6.94684e+04	 GaN }
{  2.95000e-01	 6.97744e+04	 GaN }
{  3.05000e-01	 7.05310e+04	 GaN }
{  3.15000e-01	 7.16570e+04	 GaN }
{  3.25000e-01	 7.31144e+04	 GaN }
{  3.35000e-01	 7.48867e+04	 GaN }
{  3.45000e-01	 7.69724e+04	 GaN }
{  3.55000e-01	 7.93817e+04	 GaN }
{  3.65000e-01	 8.21353e+04	 GaN }
{  3.75000e-01	 8.52638e+04	 GaN }
{  3.85000e-01	 8.88078e+04	 GaN }
{  3.95000e-01	 9.28178e+04	 GaN }
{  4.05000e-01	 9.73534e+04	 GaN }
{  4.15000e-01	 1.02482e+05	 GaN }
{  4.25000e-01	 1.08272e+05	 GaN }
{  4.35000e-01	 1.14784e+05	 GaN }
{  4.45000e-01	 1.22051e+05	 GaN }
{  4.55000e-01	 1.30047e+05	 GaN }
{  4.65000e-01	 1.38641e+05	 GaN }
{  4.75000e-01	 1.47558e+05	 GaN }
{  4.85000e-01	 1.56354e+05	 GaN }
{  4.94761e-01	 1.69545e+05	 GaN }
{  5.04955e-01	 1.71455e+05	 GaN }
{  5.15600e-01	 1.77254e+05	 GaN }
{  5.26716e-01	 1.81493e+05	 GaN }
{  5.38324e-01	 1.84148e+05	 GaN }
{  5.50446e-01	 1.85394e+05	 GaN }
{  5.63105e-01	 1.85519e+05	 GaN }
{  5.76325e-01	 1.84842e+05	 GaN }
{  5.90129e-01	 1.83659e+05	 GaN }
{  6.04545e-01	 1.79513e+05	 GaN }
{  6.19599e-01	 1.80711e+05	 GaN }
{  6.35320e-01	 1.76878e+05	 GaN }
{  6.51736e-01	 1.77953e+05	 GaN }
{  6.68880e-01	 1.76804e+05	 GaN }
{  6.86782e-01	 1.73843e+05	 GaN }
{  7.05477e-01	 1.74877e+05	 GaN }
{  7.25000e-01	 1.71733e+05	 GaN }
{  7.45031e-01	 1.72789e+05	 GaN }
{  7.65301e-01	 1.71331e+05	 GaN }
{  7.85815e-01	 1.69485e+05	 GaN }
{  8.06573e-01	 1.67124e+05	 GaN }
{  8.27581e-01	 1.64147e+05	 GaN }
{  8.48840e-01	 1.60479e+05	 GaN }
{  8.70353e-01	 1.56071e+05	 GaN }
{  8.92124e-01	 1.50899e+05	 GaN }
{  9.14155e-01	 1.44961e+05	 GaN }
{  9.36450e-01	 1.30155e+05	 GaN }
{  9.59012e-01	 1.30908e+05	 GaN }
{  9.81844e-01	 1.22931e+05	 GaN }
{  1.00495e+00	 1.14492e+05	 GaN }
{  1.02833e+00	 1.05799e+05	 GaN }
{  1.05199e+00	 8.85368e+04	 GaN }
{  1.07594e+00	 8.87620e+04	 GaN }
{  1.10017e+00	 8.09918e+04	 GaN }
{  1.12469e+00	 7.39982e+04	 GaN }
{  1.14951e+00	 6.78627e+04	 GaN }
{  1.17462e+00	 6.25703e+04	 GaN }
{  1.20003e+00	 5.80481e+04	 GaN }
{  1.22575e+00	 5.41976e+04	 GaN }
{  1.25178e+00	 5.09173e+04	 GaN }
{  1.27811e+00	 4.81144e+04	 GaN }
{  1.30477e+00	 4.57093e+04	 GaN }
{  1.33174e+00	 4.36359e+04	 GaN }
{  1.35903e+00	 4.18401e+04	 GaN }
{  1.38665e+00	 4.02778e+04	 GaN }
{  1.41460e+00	 3.89131e+04	 GaN }
{  1.44289e+00	 3.65933e+04	 GaN }
{  1.47151e+00	 3.66650e+04	 GaN }
{  1.50048e+00	 3.57378e+04	 GaN }
{  1.52980e+00	 3.49187e+04	 GaN }
{  1.55946e+00	 3.34653e+04	 GaN }
{  1.58948e+00	 3.28941e+04	 GaN }
{  1.61986e+00	 3.29837e+04	 GaN }
{  1.65060e+00	 3.19398e+04	 GaN }
{  1.68171e+00	 3.20336e+04	 GaN }
{  1.71320e+00	 3.16390e+04	 GaN }
{  1.74506e+00	 3.08858e+04	 GaN }
{  1.77730e+00	 3.09839e+04	 GaN }
{  1.80993e+00	 3.07149e+04	 GaN }
{  1.84295e+00	 3.01757e+04	 GaN }
{  1.87636e+00	 3.02763e+04	 GaN }
{  1.91017e+00	 3.01010e+04	 GaN }
{  1.94439e+00	 2.97243e+04	 GaN }
{  1.97902e+00	 2.98265e+04	 GaN }
{  2.01406e+00	 2.95378e+04	 GaN }
{  2.04953e+00	 2.96407e+04	 GaN }
{  2.08541e+00	 2.95771e+04	 GaN }
{  2.12173e+00	 2.95314e+04	 GaN }
{  2.15848e+00	 2.95024e+04	 GaN }
{  2.19567e+00	 2.93876e+04	 GaN }
{  2.23331e+00	 2.94911e+04	 GaN }
{  2.27139e+00	 2.95075e+04	 GaN }
{  2.30994e+00	 2.95377e+04	 GaN }
{  2.34894e+00	 2.95815e+04	 GaN }
{  2.38841e+00	 2.96387e+04	 GaN }
{  2.42835e+00	 2.96909e+04	 GaN }
{  2.46878e+00	 2.97931e+04	 GaN }
{  2.50968e+00	 2.98907e+04	 GaN }
{  2.55108e+00	 3.00299e+04	 GaN }
{  2.59297e+00	 3.01743e+04	 GaN }
{  2.63536e+00	 3.02720e+04	 GaN }
{  2.67826e+00	 3.05194e+04	 GaN }
{  2.72167e+00	 3.06117e+04	 GaN }
{  2.76560e+00	 3.09574e+04	 GaN }
{  2.81006e+00	 3.10389e+04	 GaN }
{  2.85505e+00	 3.12947e+04	 GaN }
{  2.90058e+00	 3.15868e+04	 GaN }
{  2.94666e+00	 3.19264e+04	 GaN }
{  2.99328e+00	 3.23335e+04	 GaN }
{  3.04047e+00	 3.28525e+04	 GaN }
{  3.08822e+00	 3.36004e+04	 GaN }
{  3.13654e+00	 4.03505e+04	 GaN }
{  3.18544e+00	 3.86036e+04	 GaN }
{  3.23492e+00	 5.47671e+04	 GaN }
{  3.28500e+00	 1.00104e+05	 GaN }
{  3.32667e+00	 5.45970e+04	 GaN }
{  3.36833e+00	 6.49223e+03	 GaN }
